created_at,ward_id,title,description,sub_category_id,civic_agency_id,location,address,latitude,longitude,ward_title,category_id,category_title,sub_category_title,civic_agency_title,complaint_status_title,comment_count
11/18/2019 20:48,85,Vibgyor High School Road constructions,"Vibgyor High School Road condition
Is worst there is lot of water logging in the road ,the daily people life become difficult nobody from bmc looking into it , the conditions is getting worse day by day",56,10,"Vibgyor High School Rd, Green Garden Layout, Silver Springs Layout, Munnekollal, Bengaluru, Karnataka 560066, India",Vibgyor High School Road,12.9512066,77.717533,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Flooding/Waterlogging Of Roads And Footpaths,BBMP,Resolved,2
11/19/2019 17:24,85,Unbearable noise since morning due to bore well drilling,"This is very hard to take this noise since today morning. i.e. 8.00 am - 19/11/2019 due to bore well construction

Since a working professional, I had to work from home. But had to cancel all my meeting.",46,7,"20/1, 5Th Main Rd, Aecs Layout - D Block, Aecs Layout, Brookefield, Bengaluru, Karnataka 560037, India",Lekhas apartment,12.9607982,77.7103992,Dodda Nekkundi,11,Pollution,Noise Pollution,KSPCB,Open,0
11/19/2019 18:53,85,Potholes on the way to hospital,Stretch of 1km is full of potholes and unauthorized 8-10 speed breakers. The road approach to hospital and so many school bus are using the roads. Patients and kids are suffering on daily basis. Please take action.,66,10,"37, 2Nd Main Rd, Maruthi Nagar, Chennappa Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Purva fountain Square to Jeevika hospital,12.96024423,77.704298,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,1
11/20/2019 19:08,85,Deep pothholes in the people commuting roads,The roads on the way to Vibgyor school or near by kundalahalli signal is full of deep poth holes which makes hard for commuters to pass by that way.,66,10,"Vibgyor High School Rd, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066, India",Sumadhura sandoval,12.9512451,77.7175305,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,1
11/21/2019 20:49,85,Road Full of pot holes,"Diversion from Whitefield main to saibaba main (Vibgyor road) is having mud road,and it is full of pot holes where it is diffcult to drive even four wheelers and trucks, forgot about bikes,
 If develop this road, major traffic in the kundhalahalli Halli junction and helps to ppl who are travelling towards Marathahalli bridge and Brookfield in junction.
And since underpass construction is also going on it is much necessary to repair this route.
As per my suggestion if roads repair this point to munnekollal road where it joins outer ring road you can see more impact for traffic control in signal.
At least in prior please complete school road since it is mud road with pot holes and if it rains more slippery, 
note: since it's school road many parents will be taking their parents to school everyday",66,10,"58/ 1, Thubarahalli Whitefield Road Behind Sriram Samriddhi Apartment, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066, India",Kundhalahalli ground,12.9483479,77.7185196,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2
11/22/2019 8:33,85,ROAD IS IN WORST CONDITION,Vibgyor school road is jn worst condition. Entire road is full of potholes and have seen people falling down from vehicle because of that. We cannot think of going by walk on that road. Need some serious attention here,66,10,"Vibgyor High School Rd, Silver Springs Layout, Brookefield, Bengaluru, Karnataka 560066, India",Vibgyor school road,12.95434824,77.71753467,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,5
11/23/2019 11:48,85,Complete road is full of potholes,The 7th cross road behind rmz centennial is completely broken. The road become more worse even id it rains for sometime.. So difficulties we face while walking and even on bike Or car it's completely bumpy ride,66,10,"Epip Zone Whitefield Rd, Phase 2, Brookefield, Bengaluru, Karnataka, India",Complete road is broken in 7th cross easily anyone can locate,12.9725321,77.7175674,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2
11/24/2019 21:51,85,Urgent need of proper asphalt road!,"The present road condition is pathetic, fair enough to not call it a road. The situation becomes terrible during rainy days. This road has become a primary route for many travellers which needs urgent attention. Please consider building a proper asphalt road in this area. This is the only parallel entry for sai baba temple road, the other road via Kundalahalli gate is a one-way.",352,10,"Q-011, Shriram Samruddhi Apartments, Varthur Rd, Thubarahalli, Bengaluru, Karnataka 560066, India",Vibgyor School Road Munnekolala,12.95500674,77.71735487,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Mud/Kutcha/Unpaved Road,BBMP,On-the-Job,1
11/25/2019 13:40,85,Road in pathetic condition. Small cars unable due to huge potholes.,"The 500m - 600m stretch is in a total pathetic condition, there are such big potholes that small cars are not going through. Yesterday I book a cab and he dropped me midway, saying he won't go ahead on the route. The potholes are such big that small swimming pools can be made for kids. Moreover this condition of roads has been for 2 months now and getting worsen day by day but no one seems to care.",66,10,"70, Vibgyor High School Rd, Silver Springs Layout, Brookefield, Bengaluru, Karnataka 560066, India",Thubarahalli,12.95464045,77.71744281,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2
11/25/2019 18:53,85,Provide good road in front of Udupi park AECS layout main road. t...,Provide good road in front of Udupi park AECS layout main road. the road is completely screwed up.,67,10,"610-A, C Block, Aecs Layout - C Block, Aecs Layout, Brookefield, Bengaluru, Karnataka 560037, India",NULL,12.9649061,77.7172474,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,1
11/26/2019 0:57,85,Road full of potholes in thubrahalli main while entering for vibg...,Road full of potholes in thubrahalli main while entering for vibgyor school. There is just mo other way to enter and the current one is in pathetic condition. In picture you can see there is no road visible but only water. Please help.,66,10,"Vibgyor High School Road, Vibgyor High School Road, Thubarahalli, Bengaluru, 560066, India",NULL,12.95079582,77.71780436,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,On-the-Job,2
11/26/2019 13:56,85,AECS layout ( intersection of ITPL & Brookfield) main road is ful...,"AECS layout ( intersection of ITPL & Brookfield) main road is full of potholes. Unauthorized digging up of roads happening frequently on this road, creating a mess for passengers.",66,10,"Rohan Ashima, Kundalahalli, Brookefield, Bengaluru, Karnataka, India",NULL,12.9651393,77.7215539,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,3
11/27/2019 12:48,85,Installation of new street lights,There are more then 2000 are staying on vibgyor school road to vishnu residency road. New construction is going on. The road condition is pathetic. It is dangerous to go out in the night especially at the night. Road is full of potholes and no street lights. I have seen people falling down due to that. Need attention on urgent basis. Appreciate!!,165,10,"70, Vibgyor High School Rd, Kumarapalli, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066, India","Vishnu residency apartment, fabhotel sherwwod suites",12.95375923,77.71851457,Dodda Nekkundi,470,Streetlights,Installation Of New Streetlights,BBMP,On-the-Job,2
11/29/2019 19:41,85,Complaint in Dodda Nekkundi (Chinnapanahalli main road),"Hi,

Chinnapanahalli main road is being used by many office goers.It connects outer ring road to ITPL .It starts from Jeevika hospital and goes through marathalli railway gate and then Bren unity apartment.This road is in terrible condition.This road has too many potholes and dig at multiple places.There had been many two wheeler accidents.In approx. 700mtrs there are lot of potholes.This is causing very bad situation for two wheeler as most of them loosing balance of the improper placement which is indirectly causing lot of vehicles to queue up in a line as each vehicle slow down to pass potholes and we have to wait for long time at railway gate. Pls engage right person and get it addressed before it cause any major accident .",66,10,"7, Chinnapanahalli Main Rd, Ward Number 85, Dodda Nekkundi Extension, Doddanekkundi, Bengaluru, Karnataka 560037, India",Chinnapanahalli main road,12.96849601,77.70512481,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,On-the-Job,2
12-02-2019 23:53,85,Moon like creaters on the road,The potholes have turned to craters. Are we waiting for someone to die?,66,10,"Vibgyor High School Rd, Green Garden Layout, Silver Springs Layout, Munnekollal, Bengaluru, Karnataka 560066, India",Towards the entrance,12.9512066,77.717533,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,On-the-Job,2
12-04-2019 21:35,85,Very often plastic and rubber waste is being burnt near the HP pe...,Very often plastic and rubber waste is being burnt near the HP petrol pump opposite to rainbow hospital. please look into this,155,10,"Rainbow Children’S Hospital, Ferns City, Doddanekkundi, Marathahalli, Bengaluru, Karnataka, India",NULL,12.9754132,77.6978502,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
12-06-2019 11:59,85,Street light not working in Srinivas Reddy Layout. (Infront of Ho...,Street light not working in Srinivas Reddy Layout. (Infront of House#1),62,10,"Hm Krishna Reddy Road, Sri Nivasa Reddy Layout, Aecs Layout, Brookefield, Bengaluru, Karnataka, India",NULL,12.9656208,77.7092007,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,3
12-10-2019 19:28,85,Opposite to rainbow hospital in doddanekundi at the scrap collect...,Opposite to rainbow hospital in doddanekundi at the scrap collection centre they are burning they are burning plastic and other waste. this happened today at 7:30 pm. earlier the BP officials called up and said they will take care but of no effect.,155,10,"Mahadevapura, Ferns City, Doddanekkundi, Bengaluru, Karnataka 560048, India",NULL,12.9782031,77.6956267,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
12-10-2019 22:15,85,Dangerous pothole on iGate road.,Dangerous pothole on iGate road.,66,10,"Capgemini Technology Services India Limited, Epip Zone Whitefield Road, Phase 2, Brookefield, Bengaluru, Karnataka, India",NULL,12.9736564,77.7176694,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,On-the-Job,1
12/18/2019 0:46,85,The road from aecs layout to sreenivasa reddy layout road is full...,"The road from aecs layout to sreenivasa reddy layout road is full of potholes ,everytime it is being repaired by putting pebbles.Can the road be repaired properly with tar?",67,10,"Srinivasa Layout Road, Srinivasa Layout Road, Kundalhalli, Bengaluru, 560037, India",NULL,12.96497644,77.70982079,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,1
12/18/2019 17:56,85,Looks like a water pipe supplying fresh water is broken(not sure...,Looks like a water pipe supplying fresh water is broken(not sure whether it os fresh water or sewerage water) in tge footpath in front of spectra cypress apt near Kundalahalli gate. please repair it asap. water seems to get wasted and is spilling on to the road,62,10,"201, Kumarapalli, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066, India",NULL,12.9559652,77.7181223,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,2
12/23/2019 9:40,85,Garbage truck not stopping to collect garbage at home,"Sir, garbage vehicle truck with number - KA 53D 5520 is not stopping at my home to collect garbage. The truck is stopping 5 houses away and I have to run with garbage all the way. Though the collection person is taking money for tea, he is least bothered to least stop and collect garbage at my home. I have attached picture of the truck and person. Please ask him to have some courtesy to people who give some money to them. Last week I gave him 50 rupees when he asked for tea money.",442,10,"2Nd Main Rd, Shanbogh Layout, Vibhutipura Extension, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",Varun star vision,12.9711512,77.6949703,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Collection Of Door-to-door Garbage,BBMP,Resolved,2
12/28/2019 21:10,85,"Street light not working for past 2 days

sriniwas Reddy layout...","Street light not working for past 2 days

sriniwas Reddy layout

landmark - just infront of house no 1",62,10,"11, Shrinivas Layout Rd, Sri Nivasa Reddy Layout, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.9649412,77.7092305,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,2
12/30/2019 11:46,85,"Garbage Truck is not coming daily, from last one year we are facing this issue. He used to come once or twice a week, sometimes even once in 7-8 days.","Garbage Truck is not coming daily, from last one year we are facing this issue. He used to come once or twice a week, sometimes even once in 8-10 days. I even asked him what's the issue, but he is very impolite. Its a society of approx 60 flats, please take some necessary action.",155,10,"Lakshmi Residency, 12Th Cross, 1St Main Road, Lake View Rd, Pragathi Layout, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",Krishna Reddy garden road,12.9731846,77.6920133,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
01-03-2020 07:04,85,Please clean the garbage near the bus stop - rainbow hospital bus...,Please clean the garbage near the bus stop - rainbow hospital bus stop,155,10,"2Nd Floor, Marathahalli - Sarjapur Outer Ring Rd, Above Surya Nisaan, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560037, India",NULL,12.9745389,77.6976277,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Re-opened,4
01-08-2020 19:15,85,Need a foot over bridge in marathalli near kalamandir shop as its...,Need a foot over bridge in marathalli near kalamandir shop as its causing lot if traffic jams,67,10,"Kalamandir, Marathahalli - Sarjapur Outer Ring Rd, Anand Nagar, Aswath Nagar, East Taluk, Bengaluru, Karnataka, India",NULL,12.9598424,77.7016049,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,1
01-11-2020 10:42,85,Garbage not collected since 12 days,The garbage at our house has not been Collected since close to two weeks today. Garbage has piled up near our gate. looks very shabby . Please help.,155,10,"Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Opposite Narayana multi speciality clinic,12.9629354,77.7122996,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
1/17/2020 7:25,85,Street lights issue,"Sir/madam, in our street the lights are not working and i am trying to call and complaint on the numbers that i found on google but none of them are answering. Its been more 10 days and lights are not working, the roads are so dark its being very hard to walk, especially kids. Recently, the bike rider fell as he couldn't see a black dog sleeping on the road. This has become very painful. 

Request the concern department to look into this issue and fix the street lights at the earliest and do the needful.

Regards,
Vinay",62,10,"1St A Cross Rd, Hanuma Reddy Layout, Chinnapanna Halli, Bengaluru, Karnataka 560037, India",Near Om shakti temple 1st A cross,12.9675283,77.7033057,Dodda Nekkundi,470,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Resolved,2
1/19/2020 19:51,85,Street roads completely and badly damaged,Roads in AECS layout A block are very badly damaged and due to school buses and vehicles there is so much dust in air whole day till night. It is difficult to walk without mask. During rains it is impossible to identify holes as they are everywhere.,67,10,"Hm Krishna Reddy Rd, Sri Nivasa Reddy Layout, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",HM krishna reddy road and 1st main road AECS layout A Block,12.9656208,77.7092007,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Open,0
1/26/2020 8:51,85,Garbage not picked since 10days again,This has been repeating,155,10,"333, 4Th Main Rd, B Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",House opposite red chilli,12.9657589,77.7139002,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
1/29/2020 13:32,85,"At Tirumalraya swamy temple road Tubarahalli,whitefield the drain...","At Tirumalraya swamy temple road Tubarahalli,whitefield the drainage was dug by BBMP officials 1 week back. the drainage is blocked at some points which could cause serious health hazard. the commute for pedestrians on the road has been difficult and vehicles are getting snarled. please complete the activity at tge earliest and close the drains.",66,10,"Tubarahalli, Whitefield, Bengaluru, Karnataka, India",NULL,12.9520393,77.7208853,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,On-the-Job,1
2/13/2020 10:57,85,There are many posters on AECS Layout 60 feet road on footpaths,There are many posters on AECS Layout 60 feet road on footpaths,32,10,"60 Feet Main Road, Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",NULL,12.963912,77.7068755,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Removal Of Illegal Posters And Hoardings,BBMP,Open,0
2/17/2020 7:06,85,Garbage near rainbow hospital bus stop in our ring road,Garbage near rainbow hospital bus stop in our ring road,155,10,"Rainbow Hospital, Ferns City, Doddanekkundi, Bengaluru, Karnataka 560048, India",NULL,12.9738772,77.6982886,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,0
2/17/2020 15:21,85,Chinnapanahalli main road,The roads in this area of the city are in very bad condition. They have not been repaired for the last over three years. The roads have so many pitfalls which sometimes cause accidents to unwary drivers.,66,10,"Chinnapanahalli Main Rd, Ward Number 85, Bengaluru, Karnataka, India",Railway crossing,12.96876,77.7055781,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,1
2/18/2020 22:53,85,Garbage is not collected for long time,"Garbage vehicle is not taking garbage for long time. This is happening regularly. Because of these garbage dump many mosquitoes, rats and worms coming inside home. Please take necessary action.",155,10,"11Th Main Rd, Beml Layout 6Th Stage, Thubarahalli, Brookefield, Bengaluru, Karnataka 560066, India",Opposite,12.9577857,77.7198963,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,0
2/19/2020 20:00,85,Street lights dont light up on 2nd Main C Block AECS Layout Kunda...,Street lights dont light up on 2nd Main C Block AECS Layout Kundalahalli Bengaluru,62,10,"797, 2Nd Main Rd, Aecs Layout - D Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.9630413,77.7118887,Dodda Nekkundi,470,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Open,0
2/21/2020 8:30,85,Dumping garbage into storm water drain is currently happening eve...,"Dumping garbage into storm water drain is currently happening everyday, leading to significant health issues in the area.

location: bridge between yemalur crossing and Marathahalli on old airport road

problem: the fencing that prevented garbage from being dumped into the station had been systematically removed. the garbage us from the various commercial  butcheries, meat/ chicken shops in the marathahalli market

solution: erect barrier that prevents the commercial waste from being dumped",155,10,"Yamalur Junction, Marathahalli Village, Marathahalli, Bengaluru, Karnataka",NULL,12.9553828,77.6894472,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,2
2/21/2020 13:26,85,Vehicles driven on the wrong side endangering entry and exit from Sobha Palladian,Vehicles are driven rashly from HAL Tejas factory gate to Yamalur junction on the wrong side of the road endangering people and vehicles entering into or exiting from Sobha Palladian residential complex,199,5,"Yamalur Junction, Marathahalli Village, Marathahalli, Bengaluru, Karnataka 560037",Opposite Sobha Palladian,12.9553828,77.6894472,Dodda Nekkundi,21,Traffic and Road Safety,Violating lane discipline,BTP,Open,0
2/24/2020 16:08,85,No street light and road is completely destroyed,"Hi
from temple to this location no street light is there and road is also full damaged. it very dangerous for girls to go home in evening.",62,10,"Varthur Road, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066, India",Sri Venkateswara temple,12.952042,77.722141,Dodda Nekkundi,470,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Open,0
2/29/2020 6:22,85,"Install traffic lights , it's very difficult for people to cross...","Install traffic lights , it's very difficult for people to cross the road",374,5,"F6 Fitness Planet, Aecs Layout - A Block, Aecs Layout, Kundanahalli, Bengaluru, Karnataka, India",NULL,12.9642549,77.713129,Dodda Nekkundi,21,Traffic and Road Safety,Installation Of Traffic or Pedestrain Lights,BTP,Open,0
2/29/2020 6:27,85,Install speedbreakers on 1st and 2nd main junction of C block AEC...,"Install speedbreakers on 1st and 2nd main junction of C block AECS layout , on 60ft mainroad joining kundalahalli gate",347,NULL,"Sri Sai Bhavan, 1St Main Road, C Block, Aecs Layout - C Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",NULL,12.9635153,77.7132721,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Need Lane Markings/Street Name/Road Signages,NULL,Open,0
2/29/2020 23:50,85,"Street Lights in the road 1st and 2nd Cross, A Block, AECS Layout...","Street Lights in the road 1st and 2nd Cross, A Block, AECS Layout is not working since 2 days. it is really dark and one cannot walk alone on that road during night times.",62,10,"100, 2Nd Cross Rd, Sri Nivasa Reddy Layout, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.965218,77.7118618,Dodda Nekkundi,470,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Resolved,1
03-03-2020 12:43,85,Yesterday and today tractor has been come and Dumping Constructio...,Yesterday and today tractor has been come and Dumping Construction debries next to our apaartment. If they put like this it will come above our wall.,155,10,"630, 1St Main Rd, Aecs Layout - C Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.9640578,77.7154597,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,0
03-03-2020 12:53,85,Yeasterday and today The tractor has been coming to dump construc...,Yeasterday and today The tractor has been coming to dump construction debries next to our apartment. Now debries  come to  our wall.,155,10,"662, 1St Main Road, Aecs Layout - C Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",NULL,12.9632707,77.7106986,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,0
03-03-2020 18:38,85,GARBAGE dumping,"No garbage collectors come near my home, they never come to our lane. Residents are having trouble in dumping the wastage. They usually come very late once everyone goes to office like 10.00am and afterwards. Request you to keep atleast dustbins in areas to keep the wastage if they cant regularly. Regular dumapge collection is not happening",155,10,"Marithi Nilaya #17, 1St Lane,1St Cross Nagalingeswara Temple, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",Kundanhalli government school,12.96806429,77.7181817,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,0
03-05-2020 08:36,85,The spice garden place is full of street vendors there no place t...,"The spice garden place is full of street vendors there no place to walk , why r they allowed, they all littering  the place , it is utter commotion , I feel the cops r taking bribe that is why  they r there .",58,10,"Spice Garden Layout, Lakshminarayana Pura, Aecs Layout, Chinnapanna Halli, Bengaluru, Karnataka, India",NULL,12.9580044,77.7089009,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Management Of Hawkers and Vendors,BBMP,Open,1
03-09-2020 10:27,85,Streeghtlights are always turned on on Varthur road even during d...,Streeghtlights are always turned on on Varthur road even during day time. observing this for second time.,62,10,"Tubarahalli, Whitefield, Bengaluru, Karnataka, India",NULL,12.9520393,77.7208853,Dodda Nekkundi,470,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Open,0
03-11-2020 08:29,85,"Smoking in public
People in huge numbers smoking near the entranc...","Smoking in public
People in huge numbers smoking near the entrance of fern city road is causing health hazard, increasing pollution, increase in garbage buts and chai cups.
Need to stop smoking public",155,10,"Ferns City Road, Ferns City, Doddanekkundi, Bengaluru, Karnataka, India",NULL,12.9785337,77.6970427,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,0
03-11-2020 08:34,85,The vacant land adjacent to and behind lore pride apartment in Fe...,"The vacant land adjacent to and behind lore pride apartment in Fern city road leased out for bus parking has become a menace
Drivers are freely throwing waste food, plastic bags and garbage on ground near to the compound of lore pride and driver openly defecate  in the empty land behind lore pride
Civic authority need to taken action and push owners to be more responsible by building more toilets and but keeping waste bins",155,10,"Ferns City Road, Ferns City, Doddanekkundi, Bengaluru, Karnataka, India",NULL,12.9785337,77.6970427,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,0
03-12-2020 16:18,85,Deep cleaning of road which is full of dust and Rain water drains...,"Deep cleaning of road which is full of dust and Rain water drains has to be clean which is full of dry plastic waste so that can avoid blockages in Spice Garden Layout Munnekolala , Marathahalli Bengaluru. Take necessary actions on near by shops , hope they can keep there near by area clean with is full of plastic.",155,10,"Orio Juicebar And Bakes, Spice Garden, Vaikuntam Layout, Lakshminarayana Pura, Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",NULL,12.9578047,77.7130364,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,0
03-12-2020 17:03,85,BBMP garbage truck demanding hefty amount to collect garbage,"In this area garbage collection vehicle rarely comes to collect and they refused to collect the garbage of the restaurant and the PG. In spite of several requests they refused to collect and demanding 800rs monthly. I wonder are they doing a favour by collecting the garbage??? 
I request the official to resolve this problem at the earliest .",442,10,"16Th Cross Rd, Pragathi Layout, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",Near Palo PG,12.9742821,77.6935045,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Collection Of Door-to-door Garbage,BBMP,Open,0
03-12-2020 18:48,85,Smoking in public,Smoking in public,155,10,"Ferns City Road, Ferns City, Doddanekkundi, Bengaluru, Karnataka 560037, India",NULL,12.97877833,77.69684167,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,1
3/14/2020 23:58,85,No proper cauvery water supply,"There is no proper cauvery water supply especially to 12 th A Cross & Lake Layout 3rd cross, Pragathi Layout Doddanekundi. We had been brought to concerned department several times but there is no improvement over this.",182,2,"12, 4Th Cross, 12Th Main Road, Lake Layout, Doddannekundi, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",Near tennis court,12.9741203,77.6923489,Dodda Nekkundi,23,Water Supply and Services,Regular Water Supply,BWSSB,Open,0
3/17/2020 11:52,85,No water supply,"There is no cavery water supply in pragathi layout doddanekundi from past 15 days .
No proper response from BWSSB.
The water tanker load in high demand. 
So whom should we ask for this?",182,2,"Shop No 2,1St Cross ,chinappanahalli,doddnakundi Extension ,opp Mariyamma Temple Bangalore Karnataka 560037 In, 21St Cross Rd, Pragathi Layout, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",Railway undepass,12.9752111,77.6941473,Dodda Nekkundi,23,Water Supply and Services,Regular Water Supply,BWSSB,Open,0
3/17/2020 17:13,85,Water stagnation at the road,Water stagnation at the end of the 2nd Main road of E-Block which makes it difficult to walk since there is no road left. Requesting to please check the place and do the needful.,66,10,"1557, 2Nd Main Rd, E Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Near BEML bus stop,12.96235153,77.71588268,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,0
04-05-2020 10:33,85,Garbage thrown in front of house regularly,We are facing an issue of cat litter being dumped in front of our house by the neighbors No. 447 apt # 301. She is not ready to dispose the garbage in the correct way and dumps it in front of the house.,444,10,"448, Beml Layout Main Rd, Tigalarpalya, Brookefield, Bengaluru, Karnataka 560066, India",Near blossom school,12.9596604,77.7220146,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Garbage Dumping In Vacant Lot/Land,BBMP,Open,0
